,user_dma_number,user_dma_name,user_postal_code,user_count,user_%
8127,536,Youngstown,491,16,0.00027778583163782703
3150,511,"Washington, DC (Hagrstwn)",160,16,0.00027778583163782703
13327,602,Chicago,644,16,0.00027778583163782703
22612,770,Salt Lake City,028,16,0.00027778583163782703
27778,IT-42,,100,16,0.00027778583163782703
6696,529,Louisville,410,16,0.00027778583163782703
14684,616,Kansas City,648,16,0.00027778583163782703
5904,524,Atlanta,957,16,0.00027778583163782703
2469,508,Pittsburgh,254,16,0.00027778583163782703
22504,765,El paso (Las Cruces),651,16,0.00027778583163782703
22865,770,Salt Lake City,928,16,0.00027778583163782703
310,501,New York,159,16,0.00027778583163782703
3779,512,Baltimore,240,16,0.00027778583163782703
18978,669,Madison,984,16,0.00027778583163782703
4280,515,Cincinnati,801,16,0.00027778583163782703
11697,573,Roanoke-Lynchburg,210,16,0.00027778583163782703
27733,GB-TRF,,,16,0.00027778583163782703
20659,743,Anchorage,324,16,0.00027778583163782703
22325,759,Cheyenne-Scottsbluff,352,16,0.00027778583163782703
5953,525,"Albany, GA",385,16,0.00027778583163782703
6956,532,Albany-Schenectady-Troy,078,16,0.00027778583163782703
17256,636,Harlingen-Wslco-Brnsvl-Mca,783,16,0.00027778583163782703
17254,636,Harlingen-Wslco-Brnsvl-Mca,781,16,0.00027778583163782703
22372,760,Twin Falls,838,16,0.00027778583163782703
8045,535,"Columbus,OH",931,16,0.00027778583163782703
19451,679,Des Moines-Ames,601,16,0.00027778583163782703
28001,Unknown,,048,16,0.00027778583163782703
3769,512,Baltimore,228,16,0.00027778583163782703
25633,820,"Portland, OR",302,16,0.00027778583163782703
11176,566,Harrisburg-Incstr-Leb-York,182,16,0.00027778583163782703
8042,535,"Columbus,OH",921,16,0.00027778583163782703
13223,602,Chicago,514,16,0.00027778583163782703
19413,679,Des Moines-Ames,520,16,0.00027778583163782703
28233,Unknown,,341,16,0.00027778583163782703
4242,515,Cincinnati,470,16,0.00027778583163782703
13411,602,Chicago,785,16,0.00027778583163782703
17606,641,San Antonio,275,16,0.00027778583163782703
27651,GB-LND,,469,16,0.00027778583163782703
3003,510,Cleveland-Akron (Canton),951,16,0.00027778583163782703
23931,803,Los Angeles,781,16,0.00027778583163782703
24898,810,Yakima-Pasco-Rchlnd-Knnwck,983,16,0.00027778583163782703
28127,Unknown,,206,16,0.00027778583163782703
27509,GB-BFS,,,16,0.00027778583163782703
4967,521,Providence-New Bedford,062,16,0.00027778583163782703
12140,576,Salisbury,940,16,0.00027778583163782703
7797,534,Orlando-Daytona Bch-Melbrn,921,16,0.00027778583163782703
24936,811,Reno,630,16,0.00027778583163782703
15580,622,New Orleans,366,16,0.00027778583163782703
26335,839,Las Vegas,300,16,0.00027778583163782703
17750,641,San Antonio,908,16,0.00027778583163782703
26111,825,San Diego,934,16,0.00027778583163782703
4719,518,Greensboro-H.Point-W.Salem,241,16,0.00027778583163782703
1744,505,Detroit,852,16,0.00027778583163782703
14231,613,Minneapolis-St. Paul,326,16,0.00027778583163782703
445,501,New York,320,16,0.00027778583163782703
23784,803,Los Angeles,531,16,0.00027778583163782703
26280,839,Las Vegas,086,16,0.00027778583163782703
14258,613,Minneapolis-St. Paul,405,16,0.00027778583163782703
21110,751,Denver,112,16,0.00027778583163782703
6499,528,Miami-Ft. Lauderdale,577,16,0.00027778583163782703
6502,528,Miami-Ft. Lauderdale,601,16,0.00027778583163782703
16475,625,Waco-Temple-Bryan,928,16,0.00027778583163782703
26953,862,Sacramnto-Stkton-Modesto,984,16,0.00027778583163782703
5680,524,Atlanta,489,16,0.00027778583163782703
10134,556,Richmond-Petersburg,113,16,0.00027778583163782703
3319,511,"Washington, DC (Hagrstwn)",344,16,0.00027778583163782703
20316,718,"Jackson, MS",388,16,0.00027778583163782703
6719,529,Louisville,453,16,0.00027778583163782703
21246,751,Denver,446,16,0.00027778583163782703
21734,753,Phoenix (Prescott),210,16,0.00027778583163782703
17899,648,Champaign&Sprngfld-Decatur,617,16,0.00027778583163782703
10038,555,Syracuse,191,16,0.00027778583163782703
19948,702,La Crosse-Eau Claire,539,16,0.00027778583163782703
91,500,Portland-Auburn,111,16,0.00027778583163782703
28522,Unknown,,813,16,0.00027778583163782703
12215,577,Wilkes Barre-Scranton-Hztn,193,16,0.00027778583163782703
24804,807,San Francisco-Oak-San Jose,966,16,0.00027778583163782703
4779,518,Greensboro-H.Point-W.Salem,616,16,0.00027778583163782703
10064,555,Syracuse,372,16,0.00027778583163782703
13770,609,St. Louis,300,16,0.00027778583163782703
27236,AU-TAS,,100,16,0.00027778583163782703
5783,524,Atlanta,728,16,0.00027778583163782703
10093,555,Syracuse,786,16,0.00027778583163782703
23956,803,Los Angeles,811,16,0.00027778583163782703
1225,504,Philadelphia,442,16,0.00027778583163782703
24839,810,Yakima-Pasco-Rchlnd-Knnwck,037,16,0.00027778583163782703
23952,803,Los Angeles,806,16,0.00027778583163782703
5299,523,Burlington-Plattsburgh,921,16,0.00027778583163782703
6743,529,Louisville,494,16,0.00027778583163782703
21802,753,Phoenix (Prescott),432,16,0.00027778583163782703
14266,613,Minneapolis-St. Paul,440,16,0.00027778583163782703
12115,576,Salisbury,701,16,0.00027778583163782703
13928,609,St. Louis,750,16,0.00027778583163782703
20446,722,Lincoln & Hastings-Krny,928,16,0.00027778583163782703
6945,532,Albany-Schenectady-Troy,063,16,0.00027778583163782703
23686,803,Los Angeles,384,16,0.00027778583163782703
21938,753,Phoenix (Prescott),837,16,0.00027778583163782703
15438,618,Houston,960,16,0.00027778583163782703
2215,506,Boston (Manchester),923,16,0.00027778583163782703
3989,514,Buffalo,024,16,0.00027778583163782703
7604,534,Orlando-Daytona Bch-Melbrn,305,16,0.00027778583163782703
16539,627,Wichita Falls & Lawton,913,16,0.00027778583163782703
16501,627,Wichita Falls & Lawton,083,16,0.00027778583163782703
14267,613,Minneapolis-St. Paul,441,16,0.00027778583163782703
16548,628,Monroe-El Dorado,123,16,0.00027778583163782703
15403,618,Houston,918,16,0.00027778583163782703
7987,535,"Columbus,OH",494,16,0.00027778583163782703
7988,535,"Columbus,OH",495,16,0.00027778583163782703
22874,770,Salt Lake City,940,15,0.0002604242171604628
24442,807,San Francisco-Oak-San Jose,395,15,0.0002604242171604628
22935,773,Grand Junction-Montrose,223,15,0.0002604242171604628
10453,559,Bluefield-Beckley-Oak Hill,479,15,0.0002604242171604628
11609,571,Ft. Myers-Naples,330,15,0.0002604242171604628
4407,517,Charlotte,191,15,0.0002604242171604628
27487,FR-K,,100,15,0.0002604242171604628
26833,862,Sacramnto-Stkton-Modesto,775,15,0.0002604242171604628
14711,616,Kansas City,679,15,0.0002604242171604628
14697,616,Kansas City,664,15,0.0002604242171604628
22488,765,El paso (Las Cruces),339,15,0.0002604242171604628
23950,803,Los Angeles,804,15,0.0002604242171604628
5786,524,Atlanta,731,15,0.0002604242171604628
3833,512,Baltimore,452,15,0.0002604242171604628
14149,613,Minneapolis-St. Paul,037,15,0.0002604242171604628
19205,675,Peoria-Bloomington,473,15,0.0002604242171604628
7611,534,Orlando-Daytona Bch-Melbrn,315,15,0.0002604242171604628
19416,679,Des Moines-Ames,524,15,0.0002604242171604628
21803,753,Phoenix (Prescott),435,15,0.0002604242171604628
11622,571,Ft. Myers-Naples,349,15,0.0002604242171604628
23633,803,Los Angeles,316,15,0.0002604242171604628
26132,825,San Diego,958,15,0.0002604242171604628
6124,527,Indianapolis,432,15,0.0002604242171604628
11634,571,Ft. Myers-Naples,740,15,0.0002604242171604628
12347,582,"Lafayette, IN",941,15,0.0002604242171604628
2065,506,Boston (Manchester),480,15,0.0002604242171604628
9940,554,Wheeling-Steubenville,260,15,0.0002604242171604628
14560,616,Kansas City,217,15,0.0002604242171604628
18322,652,Omaha,967,15,0.0002604242171604628
11647,571,Ft. Myers-Naples,972,15,0.0002604242171604628
4964,521,Providence-New Bedford,054,15,0.0002604242171604628
18685,659,Nashville,722,15,0.0002604242171604628
9533,546,"Columbia, SC",618,15,0.0002604242171604628
11267,567,Greenvll-Spart-Ashevll-And,119,15,0.0002604242171604628
206,501,New York,050,15,0.0002604242171604628
14319,613,Minneapolis-St. Paul,535,15,0.0002604242171604628
9958,555,Syracuse,017,15,0.0002604242171604628
14326,613,Minneapolis-St. Paul,543,15,0.0002604242171604628
15358,618,Houston,805,15,0.0002604242171604628
12214,577,Wilkes Barre-Scranton-Hztn,191,15,0.0002604242171604628
20160,716,Baton Rouge,374,15,0.0002604242171604628
11350,567,Greenvll-Spart-Ashevll-And,338,15,0.0002604242171604628
23611,803,Los Angeles,291,15,0.0002604242171604628
14707,616,Kansas City,675,15,0.0002604242171604628
19711,687,Minot-Bsmrck-Dcknsn(Wlstn),802,15,0.0002604242171604628
22569,766,Helena,,15,0.0002604242171604628
21709,753,Phoenix (Prescott),124,15,0.0002604242171604628
5901,524,Atlanta,953,15,0.0002604242171604628
5028,521,Providence-New Bedford,334,15,0.0002604242171604628
14727,616,Kansas City,744,15,0.0002604242171604628
19331,678,Wichita-Hutchinson Plus,665,15,0.0002604242171604628
3236,511,"Washington, DC (Hagrstwn)",252,15,0.0002604242171604628
10058,555,Syracuse,334,15,0.0002604242171604628
12476,588,South Bend-Elkhart,469,15,0.0002604242171604628
24401,807,San Francisco-Oak-San Jose,337,15,0.0002604242171604628
12454,588,South Bend-Elkhart,146,15,0.0002604242171604628
14331,613,Minneapolis-St. Paul,549,15,0.0002604242171604628
12022,576,Salisbury,069,15,0.0002604242171604628
3234,511,"Washington, DC (Hagrstwn)",250,15,0.0002604242171604628
1899,506,Boston (Manchester),131,15,0.0002604242171604628
21960,753,Phoenix (Prescott),873,15,0.0002604242171604628
10600,560,Raleigh-Durham (Fayetvlle),303,15,0.0002604242171604628
10073,555,Syracuse,482,15,0.0002604242171604628
11490,569,Harrisonburg,951,15,0.0002604242171604628
9605,547,Toledo,441,15,0.0002604242171604628
11321,567,Greenvll-Spart-Ashevll-And,295,15,0.0002604242171604628
12005,576,Salisbury,010,15,0.0002604242171604628
9597,547,Toledo,430,15,0.0002604242171604628
14638,616,Kansas City,524,15,0.0002604242171604628
14781,616,Kansas City,923,15,0.0002604242171604628
7693,534,Orlando-Daytona Bch-Melbrn,483,15,0.0002604242171604628
26801,862,Sacramnto-Stkton-Modesto,604,15,0.0002604242171604628
10613,560,Raleigh-Durham (Fayetvlle),327,15,0.0002604242171604628
18193,652,Omaha,501,15,0.0002604242171604628
26907,862,Sacramnto-Stkton-Modesto,931,15,0.0002604242171604628
819,501,New York,935,15,0.0002604242171604628
23343,801,Eugene,977,15,0.0002604242171604628
2029,506,Boston (Manchester),370,15,0.0002604242171604628
15507,619,"Springfield, MO",716,15,0.0002604242171604628
19572,686,Mobile-Pensacola (Ft Walt),125,15,0.0002604242171604628
23511,803,Los Angeles,155,15,0.0002604242171604628
10324,557,Knoxville,272,15,0.0002604242171604628
15287,618,Houston,714,15,0.0002604242171604628
6052,527,Indianapolis,113,15,0.0002604242171604628
18898,669,Madison,538,15,0.0002604242171604628
21540,752,Colorado Springs-Pueblo,077,15,0.0002604242171604628
3042,511,"Washington, DC (Hagrstwn)",028,15,0.0002604242171604628
22209,757,Boise,841,15,0.0002604242171604628
4263,515,Cincinnati,602,15,0.0002604242171604628
24266,807,San Francisco-Oak-San Jose,145,15,0.0002604242171604628
22069,754,Butte-Bozeman,588,15,0.0002604242171604628
11810,573,Roanoke-Lynchburg,941,15,0.0002604242171604628
10186,556,Richmond-Petersburg,241,15,0.0002604242171604628
28368,Unknown,,551,15,0.0002604242171604628
7185,533,Hartford & New Haven,011,15,0.0002604242171604628
6039,527,Indianapolis,070,15,0.0002604242171604628
14066,611,Rochestr-Mason City-Austin,378,15,0.0002604242171604628
2927,510,Cleveland-Akron (Canton),630,15,0.0002604242171604628
18784,661,San Angelo,797,15,0.0002604242171604628
27394,DK-84,,900,15,0.0002604242171604628
10722,560,Raleigh-Durham (Fayetvlle),917,15,0.0002604242171604628
23463,803,Los Angeles,102,15,0.0002604242171604628
9893,551,Lansing,828,15,0.0002604242171604628
26942,862,Sacramnto-Stkton-Modesto,971,15,0.0002604242171604628
7850,535,"Columbus,OH",085,15,0.0002604242171604628
27678,GB-NFK,,900,15,0.0002604242171604628
1765,505,Detroit,925,15,0.0002604242171604628
10343,557,Knoxville,301,15,0.0002604242171604628
15197,618,Houston,441,15,0.0002604242171604628
15899,623,Dallas-Ft. Worth,347,15,0.0002604242171604628
22213,757,Boise,846,15,0.0002604242171604628
22223,757,Boise,900,15,0.0002604242171604628
15525,622,New Orleans,025,15,0.0002604242171604628
5743,524,Atlanta,641,15,0.0002604242171604628
18958,669,Madison,900,15,0.0002604242171604628
23863,803,Los Angeles,665,15,0.0002604242171604628
15003,618,Houston,023,15,0.0002604242171604628
5875,524,Atlanta,923,15,0.0002604242171604628
18976,669,Madison,980,15,0.0002604242171604628
11058,564,Charleston-Huntington,249,15,0.0002604242171604628
13994,609,St. Louis,951,15,0.0002604242171604628
11063,564,Charleston-Huntington,255,15,0.0002604242171604628
11763,573,Roanoke-Lynchburg,372,15,0.0002604242171604628
10216,556,Richmond-Petersburg,336,15,0.0002604242171604628
6181,527,Indianapolis,601,15,0.0002604242171604628
21845,753,Phoenix (Prescott),553,15,0.0002604242171604628
199,501,New York,043,15,0.0002604242171604628
22348,759,Cheyenne-Scottsbluff,826,15,0.0002604242171604628
14959,617,Milwaukee,774,15,0.0002604242171604628
12305,582,"Lafayette, IN",467,15,0.0002604242171604628
11027,563,Grand Rapids-Kalmzoo-B.Crk,945,15,0.0002604242171604628
10229,556,Richmond-Petersburg,405,15,0.0002604242171604628
7100,532,Albany-Schenectady-Troy,451,15,0.0002604242171604628
15445,618,Houston,972,15,0.0002604242171604628
2036,506,Boston (Manchester),379,15,0.0002604242171604628
23247,800,Bakersfield,852,15,0.0002604242171604628
23802,803,Los Angeles,561,15,0.0002604242171604628
5800,524,Atlanta,761,15,0.0002604242171604628
18577,659,Nashville,358,15,0.0002604242171604628
18262,652,Omaha,641,15,0.0002604242171604628
28260,Unknown,,380,15,0.0002604242171604628
10654,560,Raleigh-Durham (Fayetvlle),481,15,0.0002604242171604628
10985,563,Grand Rapids-Kalmzoo-B.Crk,497,15,0.0002604242171604628
10987,563,Grand Rapids-Kalmzoo-B.Crk,499,15,0.0002604242171604628
15943,623,Dallas-Ft. Worth,436,15,0.0002604242171604628
22032,753,Phoenix (Prescott),970,15,0.0002604242171604628
23172,790,Albuquerque-Santa Fe,852,15,0.0002604242171604628
18945,669,Madison,731,15,0.0002604242171604628
26112,825,San Diego,935,15,0.0002604242171604628
18127,651,Lubbock,762,15,0.0002604242171604628
13350,602,Chicago,671,15,0.0002604242171604628
26763,862,Sacramnto-Stkton-Modesto,460,15,0.0002604242171604628
8104,536,Youngstown,450,15,0.0002604242171604628
17508,640,Memphis,722,15,0.0002604242171604628
17859,648,Champaign&Sprngfld-Decatur,208,15,0.0002604242171604628
20801,744,Honolulu,315,15,0.0002604242171604628
12707,592,Gainesville,601,15,0.0002604242171604628
8856,542,Dayton,441,15,0.0002604242171604628
7012,532,Albany-Schenectady-Troy,154,15,0.0002604242171604628
24939,811,Reno,740,15,0.0002604242171604628
13890,609,St. Louis,650,15,0.0002604242171604628
7951,535,"Columbus,OH",447,15,0.0002604242171604628
13779,609,St. Louis,325,15,0.0002604242171604628
1276,504,Philadelphia,601,15,0.0002604242171604628
3330,511,"Washington, DC (Hagrstwn)",358,15,0.0002604242171604628
13889,609,St. Louis,648,15,0.0002604242171604628
17766,641,San Antonio,948,15,0.0002604242171604628
12721,592,Gainesville,705,15,0.0002604242171604628
25088,819,Seattle-Tacoma,103,15,0.0002604242171604628
21162,751,Denver,226,15,0.0002604242171604628
17683,641,San Antonio,747,15,0.0002604242171604628
20861,744,Honolulu,704,15,0.0002604242171604628
2340,507,Savannah,765,15,0.0002604242171604628
17449,640,Memphis,376,15,0.0002604242171604628
16179,623,Dallas-Ft. Worth,810,15,0.0002604242171604628
18047,650,Oklahoma City,729,15,0.0002604242171604628
8588,539,Tampa-St. Pete (Sarasota),773,15,0.0002604242171604628
8362,539,Tampa-St. Pete (Sarasota),088,15,0.0002604242171604628
21047,747,Juneau,999,15,0.0002604242171604628
26865,862,Sacramnto-Stkton-Modesto,847,15,0.0002604242171604628
6974,532,Albany-Schenectady-Troy,110,15,0.0002604242171604628
28446,Unknown,,703,15,0.0002604242171604628
24545,807,San Francisco-Oak-San Jose,560,15,0.0002604242171604628
7432,533,Hartford & New Haven,940,15,0.0002604242171604628
1392,504,Philadelphia,949,15,0.0002604242171604628
7500,534,Orlando-Daytona Bch-Melbrn,104,15,0.0002604242171604628
4767,518,Greensboro-H.Point-W.Salem,379,15,0.0002604242171604628
13746,609,St. Louis,210,15,0.0002604242171604628
7498,534,Orlando-Daytona Bch-Melbrn,102,15,0.0002604242171604628
7948,535,"Columbus,OH",444,15,0.0002604242171604628
3373,511,"Washington, DC (Hagrstwn)",422,15,0.0002604242171604628
1375,504,Philadelphia,923,15,0.0002604242171604628
12538,592,Gainesville,024,15,0.0002604242171604628
21335,751,Denver,618,15,0.0002604242171604628
13849,609,St. Louis,600,15,0.0002604242171604628
16926,634,Amarillo,285,15,0.0002604242171604628
12902,602,Chicago,049,15,0.0002604242171604628
26459,839,Las Vegas,851,15,0.0002604242171604628
8306,538,"Rochester, NY",794,15,0.0002604242171604628
3462,511,"Washington, DC (Hagrstwn)",605,15,0.0002604242171604628
7949,535,"Columbus,OH",445,15,0.0002604242171604628
7023,532,Albany-Schenectady-Troy,176,15,0.0002604242171604628
16353,624,Sioux City,681,15,0.0002604242171604628
24581,807,San Francisco-Oak-San Jose,616,15,0.0002604242171604628
25589,820,"Portland, OR",111,15,0.0002604242171604628
3459,511,"Washington, DC (Hagrstwn)",602,15,0.0002604242171604628
27155,881,Spokane,969,15,0.0002604242171604628
9465,546,"Columbia, SC",317,15,0.0002604242171604628
20206,716,Baton Rouge,777,15,0.0002604242171604628
16885,633,Odessa-Midland,781,15,0.0002604242171604628
27177,AR-B,,331,15,0.0002604242171604628
1149,504,Philadelphia,257,15,0.0002604242171604628
16530,627,Wichita Falls & Lawton,774,15,0.0002604242171604628
16513,627,Wichita Falls & Lawton,488,15,0.0002604242171604628
9492,546,"Columbia, SC",374,15,0.0002604242171604628
13794,609,St. Louis,379,15,0.0002604242171604628
13112,602,Chicago,360,15,0.0002604242171604628
17092,635,Austin,631,15,0.0002604242171604628
12663,592,Gainesville,368,15,0.0002604242171604628
26724,862,Sacramnto-Stkton-Modesto,229,15,0.0002604242171604628
16509,627,Wichita Falls & Lawton,322,15,0.0002604242171604628
25435,819,Seattle-Tacoma,833,15,0.0002604242171604628
13087,602,Chicago,325,15,0.0002604242171604628
3360,511,"Washington, DC (Hagrstwn)",399,15,0.0002604242171604628
13417,602,Chicago,791,15,0.0002604242171604628
25887,825,San Diego,034,15,0.0002604242171604628
16229,623,Dallas-Ft. Worth,903,15,0.0002604242171604628
1388,504,Philadelphia,944,15,0.0002604242171604628
13375,602,Chicago,724,15,0.0002604242171604628
